DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
N,6,4,4,178,44.5,75.08439696,4,157,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,8.5,4.949747468,5,12,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,404,17.56521739,39.456335,1,157,3,2,6,3,0,3,3,3,2,6,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,9,9,9,3,20,6.666666667,4.725815626,3,12,5,8,175,21.875,41.66340463,1,120,2.5,2,177,88.5,53.03300859,51,126,88.5,0,0,0,0,0,0,0,0,1
N,1,3,2,16,8,7.071067812,3,13,8,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,6.666666667,5.14781507,2,14,4,2,6,3,0,3,3,3,2,6,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3.5,1.914854216,2,6,3,1,28,28,0,28,28,28,0,0,0,0,0,0,0,0,1
N,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,80,4.444444444,4.368634491,1,16,2,3,7,2.333333333,1.527525232,1,4,2,3,7,2.333333333,1.527525232,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,0,13,13,13,0,0,0,0,0,0,0,5,19,3.8,2.049390153,2,7,4,1,20,20,0,20,20,20,2,4,2,0,2,2,2,3,0
N,4,3,12,87,7.25,14.56100022,1,53,2.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,2,11,5.5,4.949747468,2,9,5.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,64,16,24.67117076,3,53,4,1,66,66,0,66,66,66,1,7,7,0,7,7,7,0,1,19,109,5.736842105,11.60384086,1,53,3,3,5,1.666666667,0.577350269,1,2,2,0,0,0,0,0,0,0,3,5,1.666666667,0.577350269,1,2,2,2,11,5.5,4.949747468,2,9,5.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,8,79,9.875,17.46373794,2,53,4,2,82,41,35.35533906,16,66,41,2,11,5.5,2.121320344,4,7,5.5,1,1
Y,1,1,11,73,6.636363636,7.187109673,0,26,7,3,2,0.666666667,0.577350269,0,1,1,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,12.33333333,12.09683154,3,26,8,3,0,38,593,15.60526316,48.8580622,0,298,5,7,36,5.142857143,7.625146369,0,21,1,7,36,5.142857143,7.625146369,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,359,29.91666667,84.56461578,1,298,5,2,43,21.5,13.43502884,12,31,21.5,6,44,7.333333333,9.416297928,2,26,3,4,3
Y,6,3,1,139,139,0,139,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,263,11.43478261,28.42346356,1,139,3,4,5,1.25,0.5,1,2,1,3,4,1.333333333,0.577350269,1,2,1,1,1,1,0,1,1,1,2,46,23,24.04163056,6,40,23,3,12,4,6.08276253,0,11,1,0,0,0,0,0,0,0,4,51,12.75,10.53169819,2,27,11,1,56,56,0,56,56,56,3,13,4.333333333,4.041451884,2,9,2,3,1
Y,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,97,8.818181818,11.22335228,0,39,4,2,39,19.5,27.57716447,0,39,19.5,2,39,19.5,27.57716447,0,39,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,3.201562119,2,8,5.5,1,21,21,0,21,21,21,1,4,4,0,4,4,4,1,0
N,2,1,4,34,8.5,5.446711546,3,16,7.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,290,12.08333333,15.33089142,1,73,8.5,2,7,3.5,0.707106781,3,4,3.5,2,7,3.5,0.707106781,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8.666666667,5.033222957,4,14,8,10,167,16.7,22.75497504,2,73,8.5,2,170,85,73.53910524,33,137,85,1,12,12,0,12,12,12,0,1
Y,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,83,6.384615385,4.628506986,1,15,5,2,6,3,2.828427125,1,5,3,2,6,3,2.828427125,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,4,20,5,1.154700538,4,6,5,1,21,21,0,21,21,21,1,5,5,0,5,5,5,1,0
Y,3,2,16,216,13.5,42.0428353,1,171,3,3,3,1,0,1,1,1,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182,45.5,83.67197858,3,171,4,1,183,183,0,183,183,183,3,11,3.666666667,2.886751346,2,7,2,1,1,34,313,9.205882353,28.91657741,0,171,3,6,19,3.166666667,5.810909281,0,15,1,6,19,3.166666667,5.810909281,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,8,214,26.75,58.49725268,3,171,5,2,216,108,106.0660172,33,183,108,5,14,2.8,2.387467277,1,7,2,6,1
N,1,4,7,157,22.42857143,46.28123141,1,127,5,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,139,27.8,55.48603428,1,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,211,15.07142857,32.53983189,1,127,5.5,2,8,4,1.414213562,3,5,4,2,8,4,1.414213562,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,163,18.11111111,40.9647545,1,127,3,1,38,38,0,38,38,38,0,0,0,0,0,0,0,0,1
N,4,4,7,60,8.571428571,16.9789786,1,47,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,13.25,22.51480994,1,47,2.5,1,55,55,0,55,55,55,1,4,4,0,4,4,4,0,0,14,84,6,11.9099183,1,47,2.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67,8.375,15.71111981,1,47,2.5,2,72,36,26.87005769,17,55,36,2,9,4.5,0.707106781,4,5,4.5,1,0
Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,160,8.888888889,18.87696663,0,82,2.5,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,3,2,0.666666667,0.577350269,0,1,1,3,16,5.333333333,5.773502692,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,29.25,35.50938843,6,82,14.5,1,121,121,0,121,121,121,5,22,4.4,4.827007354,2,13,2,3,0
N,6,4,2,94,47,46.66904756,14,80,47,1,80,80,0,80,80,80,1,80,80,0,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,146,12.16666667,21.83339116,2,80,4.5,2,86,43,52.32590181,6,80,43,2,86,43,52.32590181,6,80,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,5,23,4.6,3.78153408,2,11,3,1,25,25,0,25,25,25,0,0,0,0,0,0,0,0,1
Y,3,3,19,261,13.73684211,38.35194056,0,171,3,3,2,0.666666667,0.577350269,0,1,1,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7.5,2.121320344,6,9,7.5,0,0,0,0,0,0,0,4,187,46.75,82.97138061,1,171,7.5,1,188,188,0,188,188,188,3,16,5.333333333,5.773502692,2,12,2,3,0,37,356,9.621621622,27.76223589,0,171,3,6,14,2.333333333,2.503331114,0,7,1.5,6,14,2.333333333,2.503331114,0,7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,15.33333333,13.65039682,6,31,9,0,0,0,0,0,0,0,8,203,25.375,58.93564893,1,171,3.5,2,205,102.5,120.9152596,17,188,102.5,6,23,3.833333333,4.070217029,1,12,2.5,3,3
Y,1,2,8,27,3.375,2.199837656,1,7,3,2,3,1.5,0.707106781,1,2,1.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,3,1,7,4,1,0,20,88,4.4,3.218368335,1,14,4,4,8,2,1.414213562,1,4,1.5,4,8,2,1.414213562,1,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,7.75,4.645786622,3,14,7,1,32,32,0,32,32,32,5,22,4.4,3.049590136,1,8,4,3,0
Y,5,3,15,153,10.2,25.09467786,1,100,3,3,8,2.666666667,2.886751346,1,6,1,3,8,2.666666667,2.886751346,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,27,48.69633799,1,100,3.5,1,112,112,0,112,112,112,2,4,2,1.414213562,1,3,2,3,0,30,223,7.433333333,17.86092505,1,100,3.5,6,18,3,3.16227766,1,8,1,6,18,3,3.16227766,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,133,16.625,33.78477045,1,100,5,2,138,69,60.81118318,26,112,69,4,8,2,0.816496581,1,3,2,3,3
N,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,7.166666667,7.22264956,1,19,4,1,19,19,0,19,19,19,0,0,0,0,0,0,0,1,19,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,5.75,4.991659711,2,13,4,1,24,24,0,24,24,24,0,0,0,0,0,0,0,0,0
Y,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,118,7.866666667,18.46180097,1,74,2,3,7,2.333333333,1.527525232,1,4,2,0,0,0,0,0,0,0,3,7,2.333333333,1.527525232,1,4,2,3,8,2.666666667,2.886751346,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,93,23.25,33.993872,2,74,8.5,1,97,97,0,97,97,97,2,4,2,0,2,2,2,3,0
Y,1,3,6,294,49,107.320082,2,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,284,56.8,118.0707415,2,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,610,15.25,47.81253457,1,268,4,6,14,2.333333333,1.632993162,1,5,2,6,14,2.333333333,1.632993162,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,6,6,6,1,0,0,0,0,0,0,13,480,36.92307692,81.4907577,2,268,5,2,198,99,104.6518036,25,173,99,6,31,5.166666667,3.970726214,1,10,4,3,3
Y,2,1,16,295,18.4375,60.71789275,1,246,2.5,3,10,3.333333333,4.041451884,1,8,1,3,10,3.333333333,4.041451884,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,257,64.25,121.1703347,3,246,4,1,259,259,0,259,259,259,2,4,2,0,2,2,2,3,0,36,459,12.75,42.00433651,1,246,3,7,22,3.142857143,2.794552524,1,8,2,7,22,3.142857143,2.794552524,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,352,44,85.81375181,3,246,5,2,356,178,114.5512986,97,259,178,6,21,3.5,2.738612788,2,9,2.5,6,2
N,1,1,7,168,24,46.84015371,1,129,2,2,2,1,0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,131,65.5,89.80256121,2,129,65.5,1,0,20,273,13.65,27.91014718,1,129,5.5,3,3,1,0,1,1,1,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,10.5,5.958187644,3,18,10.5,4,83,20.75,20.32035105,3,50,15,3,136,45.33333333,72.47298347,2,129,5,3,0
N,4,1,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,531,35.4,76.3467653,1,290,11,3,10,3.333333333,1.154700538,2,4,4,1,2,2,0,2,2,2,2,8,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,472,59,101.2055899,4,290,11,1,157,157,0,157,157,157,2,32,16,7.071067812,11,21,16,1,1
Y,1,3,14,59,4.214285714,4.135746076,0,16,3,4,6,1.5,1.732050808,0,4,1,3,5,1.666666667,2.081665999,0,4,1,1,1,1,0,1,1,1,2,29,14.5,16.26345597,3,26,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1,2,4,3,3,1,32,144,4.5,3.959472106,0,16,3,7,12,1.714285714,1.603567451,0,4,1,6,11,1.833333333,1.722401424,0,4,1,1,1,1,0,1,1,1,2,29,14.5,16.26345597,3,26,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,5,3.391164992,1,9,4,1,29,29,0,29,29,29,7,24,3.428571429,2.149196971,2,8,3,3,4
Y,1,1,12,293,24.41666667,70.13552897,1,247,4.5,2,6,3,2.828427125,1,5,3,2,6,3,2.828427125,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,262,65.5,121.0082642,3,247,6,1,263,263,0,263,263,263,2,11,5.5,4.949747468,2,9,5.5,1,0,31,489,15.77419355,45.49923785,1,247,4,5,10,2,1.732050808,1,5,1,5,10,2,1.732050808,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,373,46.625,85.13508174,3,247,7.5,2,376,188,106.0660172,113,263,188,7,54,7.714285714,11.89837924,1,34,2,2,2
N,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,3,4,12,280,23.33333333,64.94099886,1,229,3,2,7,3.5,3.535533906,1,6,3.5,2,7,3.5,3.535533906,1,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,236,59,113.3401959,1,229,3,1,237,237,0,237,237,237,1,2,2,0,2,2,2,1,0,24,414,17.25,45.87435582,1,229,5,4,34,8.5,11.90238071,1,26,3.5,4,34,8.5,11.90238071,1,26,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,289,36.125,78.63920778,1,229,4.5,2,291,145.5,129.400541,54,237,145.5,2,5,2.5,0.707106781,2,3,2.5,1,2
N,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,4.125,3.642506986,1,10,2.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,4.082482905,1,10,2.5,1,17,17,0,17,17,17,1,7,7,0,7,7,7,0,0
N,6,1,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,133,11.08333333,10.21993002,1,37,7,2,6,3,1.414213562,2,4,3,1,2,2,0,2,2,2,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97,16.16666667,11.92336642,4,37,14.5,1,98,98,0,98,98,98,2,22,11,5.656854249,7,15,11,0,1
Y,5,4,8,127,15.875,33.40845701,1,98,3.5,1,7,7,0,7,7,7,1,7,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,26.5,47.69696007,1,98,3.5,1,107,107,0,107,107,107,0,0,0,0,0,0,0,0,0,19,178,9.368421053,21.88660302,0,98,3,3,12,4,3,1,7,4,3,12,4,3,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,124,15.5,33.41086222,1,98,4,2,125,62.5,62.93250353,18,107,62.5,1,1,1,0,1,1,1,1,1
Y,1,4,7,29,4.142857143,2.544836041,1,7,4,2,4,2,0,2,2,2,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2.5,2.121320344,1,4,2.5,1,0,19,96,5.052631579,4.600406796,0,16,3,4,6,1.5,1,0,2,2,4,6,1.5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,1.414213562,3,6,3.5,1,18,18,0,18,18,18,4,20,5,5.477225575,1,13,3,4,0
Y,2,2,15,262,17.46666667,52.47974666,1,207,4,3,9,3,3.464101615,1,7,1,3,9,3,3.464101615,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,221,55.25,101.1974143,2,207,6,0,0,0,0,0,0,0,2,4,2,0,2,2,2,3,0,32,356,11.125,35.97109054,1,207,4,6,14,2.333333333,2.338090389,1,7,1.5,6,14,2.333333333,2.338090389,1,7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,258,32.25,70.82927159,2,207,6.5,1,38,38,0,38,38,38,6,22,3.666666667,3.204163958,2,10,2,5,1
Y,4,2,3,14,4.666666667,3.511884584,1,8,5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,10,86,8.6,6.449806199,1,21,7.5,2,4,2,1.414213562,1,3,2,1,1,1,0,1,1,1,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,10.5,8.103497187,2,21,9.5,1,53,53,0,53,53,53,2,21,10.5,7.778174593,5,16,10.5,1,0
Y,1,2,6,165,27.5,61.97660849,1,154,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,160,40,76.00438584,1,154,2.5,1,162,162,0,162,162,162,0,0,0,0,0,0,0,0,0,24,270,11.25,30.66828131,1,154,3.5,3,4,1.333333333,0.577350269,1,2,1,3,4,1.333333333,0.577350269,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,12.72792206,1,19,10,0,0,0,0,0,0,0,9,196,21.77777778,49.68344236,1,154,6,2,202,101,86.2670273,40,162,101,3,20,6.666666667,5.033222957,2,12,6,3,0
Y,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,3.666666667,2.943920289,1,13,3,2,5,2.5,2.121320344,1,4,2.5,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,5.354126135,2,13,2.5,1,24,24,0,24,24,24,5,14,2.8,1.643167673,1,5,2,1,0
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3.5,3.016620626,1,9,3,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5,3.31662479,1,9,4,1,19,19,0,19,19,19,0,0,0,0,0,0,0,0,0
